time_s,frame_idx,exercise,conf,phase,knee_avg,elbow_avg,rep_count,score,warnings
3.65,54,squat,1.0,Descending,112.79,159.9,0,1.0,
3.681,55,squat,1.0,Descending,110.05,159.94,0,1.0,
3.711,56,squat,1.0,Descending,107.39,159.92,0,1.0,
3.743,57,squat,1.0,Descending,104.43,160.15,0,1.0,
3.777,58,squat,1.0,Descending,101.43,160.48,0,1.0,
3.823,59,squat,1.0,Descending,98.56,160.61,0,1.0,
3.875,60,squat,1.0,Descending,95.67,160.75,0,1.0,
3.91,61,squat,1.0,Descending,92.53,161.07,0,1.0,
3.942,62,squat,1.0,Descending,90.06,161.09,0,1.0,
3.984,63,squat,1.0,Descending,87.7,160.93,0,1.0,
4.029,64,squat,1.0,Descending,85.36,160.8,0,1.0,
4.076,65,squat,1.0,Descending,83.23,160.91,0,1.0,
4.123,66,squat,1.0,Bottom,81.45,161.28,0,1.0,
4.164,67,squat,1.0,Bottom,80.14,161.33,0,1.0,
4.201,68,squat,1.0,Bottom,79.04,161.16,0,1.0,
4.234,69,squat,1.0,Bottom,77.94,161.15,0,1.0,
4.282,70,squat,1.0,Bottom,76.84,161.22,0,1.0,
4.329,71,squat,1.0,Bottom,75.87,161.27,0,1.0,
4.378,72,squat,1.0,Bottom,75.23,161.4,0,1.0,
4.424,73,squat,1.0,Bottom,74.81,161.52,0,1.0,
4.471,74,squat,1.0,Bottom,74.65,161.44,0,1.0,
4.519,75,squat,1.0,Bottom,74.62,161.56,0,1.0,
4.55,76,squat,1.0,Bottom,74.97,161.65,0,1.0,
4.584,77,squat,1.0,Bottom,75.41,161.66,0,1.0,
4.617,78,squat,1.0,Bottom,76.02,161.82,0,1.0,
4.648,79,squat,1.0,Bottom,76.74,161.98,0,1.0,
4.68,80,squat,1.0,Bottom,77.53,161.67,0,1.0,
4.713,81,squat,1.0,Bottom,78.31,161.24,0,1.0,
4.747,82,squat,1.0,Bottom,79.0,160.92,0,1.0,
4.782,83,squat,1.0,Bottom,79.55,160.67,0,1.0,
4.815,84,squat,1.0,Bottom,80.0,160.62,0,1.0,
4.849,85,squat,1.0,Bottom,80.36,160.66,0,1.0,
4.882,86,squat,1.0,Bottom,80.65,160.67,0,1.0,
4.915,87,squat,1.0,Bottom,80.86,160.77,0,1.0,
4.948,88,squat,1.0,Bottom,81.03,161.05,0,1.0,
4.996,89,squat,1.0,Bottom,81.15,161.43,0,1.0,
5.028,90,squat,1.0,Bottom,81.23,161.89,0,1.0,
5.074,91,squat,1.0,Bottom,81.23,162.34,0,1.0,
5.105,92,squat,1.0,Bottom,81.13,162.68,0,1.0,
5.136,93,squat,1.0,Bottom,80.98,162.93,0,1.0,
5.184,94,squat,1.0,Bottom,80.81,163.14,0,1.0,
5.215,95,squat,1.0,Bottom,80.65,163.32,0,1.0,
5.262,96,squat,1.0,Bottom,80.54,163.45,0,1.0,
5.293,97,squat,1.0,Bottom,80.44,163.55,0,1.0,
5.325,98,squat,1.0,Bottom,80.36,163.61,0,1.0,
5.373,99,squat,1.0,Bottom,80.29,163.63,0,1.0,
5.407,100,squat,1.0,Bottom,80.21,163.65,0,1.0,
5.438,101,squat,1.0,Bottom,80.11,163.66,0,1.0,
5.482,102,squat,1.0,Bottom,79.93,163.68,0,1.0,
5.515,103,squat,1.0,Bottom,79.66,163.73,0,1.0,
5.546,104,squat,1.0,Bottom,79.38,163.82,0,1.0,
5.577,105,squat,1.0,Bottom,79.13,163.89,0,1.0,
5.608,106,squat,1.0,Bottom,78.9,163.95,0,1.0,
5.639,107,squat,1.0,Bottom,78.7,164.01,0,1.0,
5.673,108,squat,1.0,Bottom,78.53,164.07,0,1.0,
5.718,109,squat,1.0,Bottom,78.39,164.1,0,1.0,
5.75,110,squat,1.0,Bottom,78.27,164.14,0,1.0,
5.782,111,squat,1.0,Bottom,78.14,164.21,0,1.0,
5.812,112,squat,1.0,Bottom,77.99,164.32,0,1.0,
5.845,113,squat,1.0,Bottom,77.82,164.45,0,1.0,
5.876,114,squat,1.0,Bottom,77.6,164.6,0,1.0,
5.907,115,squat,1.0,Bottom,77.31,164.73,0,1.0,
5.941,116,squat,1.0,Bottom,77.02,164.8,0,1.0,
5.971,117,squat,1.0,Bottom,76.71,164.8,0,1.0,
6.003,118,squat,1.0,Bottom,76.45,164.72,0,1.0,
6.05,119,squat,1.0,Bottom,76.23,164.44,0,1.0,
6.081,120,squat,1.0,Bottom,76.04,164.11,0,1.0,
6.118,121,squat,1.0,Bottom,75.87,163.77,0,1.0,
6.149,122,squat,1.0,Bottom,75.71,163.4,0,1.0,
6.194,123,squat,1.0,Bottom,75.6,162.97,0,1.0,
6.225,124,squat,1.0,Bottom,75.51,162.5,0,1.0,
6.258,125,squat,1.0,Bottom,75.44,161.96,0,1.0,
6.349,126,squat,1.0,Bottom,75.41,161.46,0,1.0,
6.383,127,squat,1.0,Bottom,75.4,161.12,0,1.0,
6.413,128,squat,1.0,Bottom,75.4,160.87,0,1.0,
6.443,129,squat,1.0,Bottom,75.41,160.69,0,1.0,
6.477,130,squat,1.0,Bottom,75.41,160.59,0,1.0,
6.51,131,squat,1.0,Bottom,75.4,160.51,0,1.0,
6.54,132,squat,1.0,Bottom,75.39,160.45,0,1.0,
6.573,133,squat,1.0,Bottom,75.39,160.4,0,1.0,
6.603,134,squat,1.0,Bottom,75.38,160.34,0,1.0,
6.634,135,squat,1.0,Bottom,75.37,160.26,0,1.0,
6.671,136,squat,1.0,Bottom,75.38,160.18,0,1.0,
6.702,137,squat,1.0,Bottom,75.4,160.13,0,1.0,
6.733,138,squat,1.0,Bottom,75.43,160.14,0,1.0,
6.765,139,squat,1.0,Bottom,75.48,160.19,0,1.0,
6.795,140,squat,1.0,Bottom,75.54,160.3,0,1.0,
6.827,141,squat,1.0,Bottom,75.62,160.42,0,1.0,
6.859,142,squat,1.0,Bottom,75.69,160.54,0,1.0,
6.905,143,squat,1.0,Bottom,75.73,160.67,0,1.0,
6.939,144,squat,1.0,Bottom,75.72,160.8,0,1.0,
6.971,145,squat,1.0,Bottom,75.66,160.93,0,1.0,
7.017,146,squat,1.0,Bottom,75.56,161.02,0,1.0,
7.065,147,squat,1.0,Bottom,75.43,161.09,0,1.0,
7.111,148,squat,1.0,Bottom,75.26,161.13,0,1.0,
7.143,149,squat,1.0,Bottom,75.04,161.13,0,1.0,
7.189,150,squat,1.0,Bottom,74.73,161.14,0,1.0,
7.222,151,squat,1.0,Bottom,74.33,161.2,0,1.0,
7.258,152,squat,1.0,Bottom,73.93,161.26,0,1.0,
7.303,153,squat,1.0,Bottom,73.59,161.3,0,1.0,
7.349,154,squat,1.0,Bottom,73.31,161.31,0,1.0,
7.385,155,squat,1.0,Bottom,73.08,161.3,0,1.0,
7.43,156,squat,1.0,Bottom,72.89,161.28,0,1.0,
7.478,157,squat,1.0,Bottom,72.74,161.24,0,1.0,
7.509,158,squat,1.0,Bottom,72.62,161.2,0,1.0,
7.554,159,squat,1.0,Bottom,72.53,161.16,0,1.0,
7.586,160,squat,1.0,Bottom,72.46,161.15,0,1.0,
7.62,161,squat,1.0,Bottom,72.42,161.14,0,1.0,
7.664,162,squat,1.0,Bottom,72.39,161.1,0,1.0,
7.699,163,squat,1.0,Bottom,72.36,161.05,0,1.0,
7.731,164,squat,1.0,Bottom,72.37,160.99,0,1.0,
7.776,165,squat,1.0,Bottom,72.37,160.97,0,1.0,
7.806,166,squat,1.0,Bottom,72.41,160.94,0,1.0,
7.843,167,squat,1.0,Bottom,72.51,160.9,0,1.0,
7.873,168,squat,1.0,Bottom,72.64,160.81,0,1.0,
7.919,169,squat,1.0,Bottom,72.78,160.69,0,1.0,
7.951,170,squat,1.0,Bottom,72.94,160.58,0,1.0,
7.982,171,squat,1.0,Bottom,73.11,160.46,0,1.0,
8.014,172,squat,1.0,Bottom,73.26,160.38,0,1.0,
8.048,173,squat,1.0,Bottom,73.41,160.33,0,1.0,
8.08,174,squat,1.0,Bottom,73.54,160.32,0,1.0,
8.127,175,squat,1.0,Bottom,73.65,160.32,0,1.0,
8.158,176,squat,1.0,Bottom,73.76,160.33,0,1.0,
8.19,177,squat,1.0,Bottom,73.86,160.33,0,1.0,
8.223,178,squat,1.0,Bottom,73.95,160.33,0,1.0,
8.253,179,squat,1.0,Bottom,74.04,160.2,0,1.0,
8.289,180,squat,1.0,Bottom,74.26,160.12,0,1.0,
8.334,181,squat,1.0,Bottom,74.72,159.99,0,1.0,
8.366,182,squat,1.0,Bottom,75.59,160.34,0,1.0,
8.398,183,squat,1.0,Bottom,77.3,160.73,0,1.0,
8.431,184,squat,1.0,Ascending,79.75,158.48,0,1.0,
8.462,185,squat,1.0,Ascending,81.9,157.87,0,1.0,
8.508,186,squat,1.0,Ascending,84.48,157.47,0,1.0,
8.541,187,squat,1.0,Ascending,87.63,157.09,0,1.0,
8.573,188,squat,1.0,Ascending,91.04,157.28,0,1.0,
8.607,189,squat,1.0,Ascending,94.84,154.76,0,1.0,
8.637,190,squat,1.0,Ascending,98.75,152.32,0,1.0,
8.669,191,squat,1.0,Ascending,102.96,153.94,0,1.0,
8.701,192,squat,1.0,Ascending,107.24,155.33,0,1.0,
8.732,193,squat,1.0,Ascending,110.5,156.19,0,1.0,
8.764,194,squat,1.0,Ascending,113.54,157.04,0,1.0,
8.797,195,squat,1.0,Ascending,116.61,157.31,0,1.0,
8.843,196,squat,1.0,Ascending,119.83,157.55,0,1.0,
8.888,197,squat,1.0,Ascending,123.3,157.73,0,1.0,
8.921,198,squat,1.0,Ascending,126.87,157.96,0,1.0,
8.954,199,squat,1.0,Ascending,130.62,157.94,0,1.0,
9.003,200,squat,1.0,Ascending,134.59,157.76,0,1.0,
9.049,201,squat,1.0,Ascending,137.74,156.99,0,1.0,
9.094,202,squat,1.0,Ascending,141.01,156.49,0,1.0,
9.141,203,squat,1.0,Ascending,144.44,156.65,0,1.0,
9.175,204,squat,1.0,Ascending,148.23,156.36,0,1.0,
9.221,205,squat,1.0,Ascending,152.43,156.57,0,1.0,
9.253,206,squat,1.0,Ascending,156.68,156.83,0,1.0,
9.285,207,squat,1.0,Ascending,160.84,156.65,0,1.0,
9.317,208,squat,1.0,Ascending,164.16,157.0,0,1.0,
9.35,209,squat,1.0,Ascending,167.23,156.75,0,1.0,
9.467,210,squat,1.0,Start,170.03,156.85,1,1.0,
9.503,211,squat,1.0,Start,172.38,157.58,1,1.0,
9.535,212,squat,1.0,Start,174.03,158.0,1,1.0,
9.566,213,squat,1.0,Start,175.08,157.85,1,1.0,
9.605,214,squat,1.0,Start,175.78,157.45,1,1.0,
9.636,215,squat,1.0,Start,176.35,157.14,1,1.0,
9.666,216,squat,1.0,Start,176.83,157.12,1,1.0,
9.697,217,squat,1.0,Start,177.28,157.05,1,1.0,
9.729,218,squat,1.0,Start,177.55,157.24,1,1.0,
9.765,219,squat,1.0,Start,177.83,158.57,1,1.0,
9.811,220,squat,1.0,Start,178.1,160.06,1,1.0,
9.842,221,squat,1.0,Start,178.37,161.23,1,1.0,
9.872,222,squat,1.0,Start,178.6,162.26,1,1.0,
9.904,223,squat,1.0,Start,178.81,162.97,1,1.0,
9.937,224,squat,1.0,Start,178.98,163.53,1,1.0,
9.971,225,squat,1.0,Start,179.11,163.96,1,1.0,
10.0,226,squat,1.0,Start,179.2,164.25,1,1.0,
10.03,227,squat,1.0,Start,179.26,164.36,1,1.0,
10.06,228,squat,1.0,Start,179.26,164.37,1,1.0,
10.097,229,squat,1.0,Start,179.25,164.19,1,1.0,
10.127,230,squat,1.0,Start,179.13,163.9,1,1.0,
10.156,231,squat,1.0,Start,178.94,163.61,1,1.0,
10.188,232,squat,1.0,Start,178.72,163.49,1,1.0,
10.226,233,squat,1.0,Start,178.54,163.34,1,1.0,
10.27,234,squat,1.0,Start,178.37,163.23,1,1.0,
10.302,235,squat,1.0,Start,178.21,163.02,1,1.0,
10.335,236,squat,1.0,Start,177.99,162.95,1,1.0,
10.368,237,squat,1.0,Start,177.74,162.86,1,1.0,
10.399,238,squat,1.0,Start,177.44,163.11,1,1.0,
10.429,239,squat,1.0,Start,176.97,163.13,1,1.0,
10.463,240,squat,1.0,Start,176.49,163.78,1,1.0,
10.496,241,squat,1.0,Start,175.77,164.66,1,1.0,
10.527,242,squat,1.0,Start,174.61,165.24,1,1.0,
10.559,243,squat,1.0,Start,173.06,165.65,1,1.0,
10.606,244,squat,1.0,Start,171.01,165.64,1,1.0,
10.646,245,squat,1.0,Start,168.76,164.95,1,1.0,
10.679,246,squat,1.0,Start,166.64,164.71,1,1.0,
10.721,247,squat,1.0,Descending,164.47,164.05,1,1.0,
10.755,248,squat,1.0,Descending,162.72,163.4,1,1.0,
10.786,249,squat,1.0,Descending,160.88,162.62,1,1.0,
10.832,250,squat,1.0,Descending,158.86,162.18,1,1.0,
10.864,251,squat,1.0,Descending,156.92,162.15,1,1.0,
10.898,252,squat,1.0,Descending,154.73,162.35,1,1.0,
10.94,253,squat,1.0,Descending,152.26,162.32,1,1.0,
10.975,254,squat,1.0,Descending,149.83,162.74,1,1.0,
11.022,255,squat,1.0,Descending,147.51,162.58,1,1.0,
11.052,256,squat,1.0,Descending,145.6,162.69,1,1.0,
11.084,257,squat,1.0,Descending,143.87,163.09,1,1.0,
11.115,258,squat,1.0,Descending,142.1,163.17,1,1.0,
11.149,259,squat,1.0,Descending,140.21,162.66,1,1.0,
11.18,260,squat,1.0,Descending,138.2,162.01,1,1.0,
11.226,261,squat,1.0,Descending,136.02,161.2,1,1.0,
11.258,262,squat,1.0,Descending,133.73,160.55,1,1.0,
11.29,263,squat,1.0,Descending,132.02,160.71,1,1.0,
11.321,264,squat,1.0,Descending,130.04,160.83,1,1.0,
11.352,265,squat,1.0,Descending,127.97,160.74,1,1.0,
11.388,266,squat,1.0,Descending,126.02,160.64,1,1.0,
11.434,267,squat,1.0,Descending,124.14,160.63,1,1.0,
11.466,268,squat,1.0,Descending,122.12,160.49,1,1.0,
11.498,269,squat,1.0,Descending,119.9,160.3,1,1.0,
11.544,270,squat,1.0,Descending,117.4,160.33,1,1.0,
11.575,271,squat,1.0,Descending,115.32,160.34,1,1.0,
11.607,272,squat,1.0,Descending,113.06,159.77,1,1.0,
11.641,273,squat,1.0,Descending,110.36,159.24,1,1.0,
11.673,274,squat,1.0,Descending,107.59,158.69,1,1.0,
11.718,275,squat,1.0,Descending,104.74,158.35,1,1.0,
11.764,276,squat,1.0,Descending,101.67,158.47,1,1.0,
11.811,277,squat,1.0,Descending,98.76,158.81,1,1.0,
11.843,278,squat,1.0,Descending,95.88,159.08,1,1.0,
11.874,279,squat,1.0,Descending,93.52,159.61,1,1.0,
11.908,280,squat,1.0,Descending,90.99,160.08,1,1.0,
11.952,281,squat,1.0,Descending,88.43,160.29,1,1.0,
11.985,282,squat,1.0,Descending,85.92,160.36,1,1.0,
12.016,283,squat,1.0,Descending,83.66,160.64,1,1.0,
12.048,284,squat,1.0,Bottom,81.69,160.81,1,1.0,
12.096,285,squat,1.0,Bottom,80.1,160.73,1,1.0,
12.128,286,squat,1.0,Bottom,79.21,160.91,1,1.0,
12.16,287,squat,1.0,Bottom,78.47,161.21,1,1.0,
12.192,288,squat,1.0,Bottom,77.52,161.42,1,1.0,
12.224,289,squat,1.0,Bottom,76.65,161.54,1,1.0,
12.256,290,squat,1.0,Bottom,76.04,161.61,1,1.0,
12.291,291,squat,1.0,Bottom,75.67,161.73,1,1.0,
12.338,292,squat,1.0,Bottom,75.56,161.76,1,1.0,
12.368,293,squat,1.0,Bottom,75.49,161.7,1,1.0,
12.399,294,squat,1.0,Bottom,75.43,161.62,1,1.0,
12.428,295,squat,1.0,Bottom,75.54,161.41,1,1.0,
12.464,296,squat,1.0,Bottom,75.93,161.66,1,1.0,
12.51,297,squat,1.0,Bottom,76.48,162.05,1,1.0,
12.543,298,squat,1.0,Bottom,77.12,161.88,1,1.0,
12.574,299,squat,1.0,Bottom,77.75,161.09,1,1.0,
12.609,300,squat,1.0,Bottom,78.33,160.21,1,1.0,
12.653,301,squat,1.0,Bottom,78.8,159.53,1,1.0,
12.685,302,squat,1.0,Bottom,79.19,159.05,1,1.0,
12.718,303,squat,1.0,Bottom,79.5,158.79,1,1.0,
12.748,304,squat,1.0,Bottom,79.75,158.6,1,1.0,
12.782,305,squat,1.0,Bottom,79.93,158.52,1,1.0,
12.815,306,squat,1.0,Bottom,80.03,158.53,1,1.0,
12.861,307,squat,1.0,Bottom,80.05,158.68,1,1.0,
12.907,308,squat,1.0,Bottom,80.02,158.96,1,1.0,
12.937,309,squat,1.0,Bottom,79.96,159.28,1,1.0,
12.967,310,squat,1.0,Bottom,79.88,159.63,1,1.0,
13.003,311,squat,1.0,Bottom,79.79,159.99,1,1.0,
13.034,312,squat,1.0,Bottom,79.69,160.33,1,1.0,
13.064,313,squat,1.0,Bottom,79.59,160.61,1,1.0,
13.101,314,squat,1.0,Bottom,79.51,160.86,1,1.0,
13.131,315,squat,1.0,Bottom,79.42,161.1,1,1.0,
13.164,316,squat,1.0,Bottom,79.34,161.32,1,1.0,
13.209,317,squat,1.0,Bottom,79.26,161.53,1,1.0,
13.241,318,squat,1.0,Bottom,79.18,161.69,1,1.0,
13.275,319,squat,1.0,Bottom,79.08,161.84,1,1.0,
13.32,320,squat,1.0,Bottom,78.96,162.01,1,1.0,
13.35,321,squat,1.0,Bottom,78.78,162.22,1,1.0,
13.384,322,squat,1.0,Bottom,78.55,162.43,1,1.0,
13.415,323,squat,1.0,Bottom,78.29,162.63,1,1.0,
13.446,324,squat,1.0,Bottom,78.02,162.78,1,1.0,
13.484,325,squat,1.0,Bottom,77.76,162.83,1,1.0,
13.513,326,squat,1.0,Bottom,77.54,162.84,1,1.0,
13.545,327,squat,1.0,Bottom,77.33,162.89,1,1.0,
13.592,328,squat,1.0,Bottom,77.14,162.97,1,1.0,
13.627,329,squat,1.0,Bottom,76.96,163.07,1,1.0,
13.672,330,squat,1.0,Bottom,76.74,163.17,1,1.0,
13.703,331,squat,1.0,Bottom,76.53,163.26,1,1.0,
13.735,332,squat,1.0,Bottom,76.3,163.35,1,1.0,
13.767,333,squat,1.0,Bottom,76.1,163.37,1,1.0,
13.798,334,squat,1.0,Bottom,75.91,163.34,1,1.0,
13.832,335,squat,1.0,Bottom,75.74,163.24,1,1.0,
13.876,336,squat,1.0,Bottom,75.55,163.09,1,1.0,
13.922,337,squat,1.0,Bottom,75.36,162.86,1,1.0,
13.954,338,squat,1.0,Bottom,75.17,162.59,1,1.0,
13.986,339,squat,1.0,Bottom,74.95,162.32,1,1.0,
14.015,340,squat,1.0,Bottom,74.76,162.07,1,1.0,
14.046,341,squat,1.0,Bottom,74.6,161.82,1,1.0,
14.078,342,squat,1.0,Bottom,74.46,161.59,1,1.0,
14.111,343,squat,1.0,Bottom,74.35,161.39,1,1.0,
14.142,344,squat,1.0,Bottom,74.26,161.2,1,1.0,
14.172,345,squat,1.0,Bottom,74.18,161.06,1,1.0,
14.207,346,squat,1.0,Bottom,74.12,160.96,1,1.0,
14.239,347,squat,1.0,Bottom,74.08,160.92,1,1.0,
14.27,348,squat,1.0,Bottom,74.05,160.91,1,1.0,
14.317,349,squat,1.0,Bottom,74.02,160.94,1,1.0,
14.351,350,squat,1.0,Bottom,74.01,160.97,1,1.0,
14.397,351,squat,1.0,Bottom,74.0,160.98,1,1.0,
14.446,352,squat,1.0,Bottom,74.0,160.99,1,1.0,
14.476,353,squat,1.0,Bottom,74.02,160.9,1,1.0,
14.506,354,squat,1.0,Bottom,74.06,160.71,1,1.0,
14.536,355,squat,1.0,Bottom,74.11,160.53,1,1.0,
14.567,356,squat,1.0,Bottom,74.16,160.36,1,1.0,
14.6,357,squat,1.0,Bottom,74.2,160.2,1,1.0,
14.648,358,squat,1.0,Bottom,74.23,160.02,1,1.0,
14.679,359,squat,1.0,Bottom,74.26,159.87,1,1.0,
14.725,360,squat,1.0,Bottom,74.29,159.78,1,1.0,
14.773,361,squat,1.0,Bottom,74.3,159.72,1,1.0,
14.805,362,squat,1.0,Bottom,74.31,159.7,1,1.0,
14.851,363,squat,1.0,Bottom,74.3,159.72,1,1.0,
14.881,364,squat,1.0,Bottom,74.26,159.75,1,1.0,
14.914,365,squat,1.0,Bottom,74.22,159.79,1,1.0,
14.947,366,squat,1.0,Bottom,74.15,159.83,1,1.0,
14.978,367,squat,1.0,Bottom,74.07,159.84,1,1.0,
15.008,368,squat,1.0,Bottom,73.96,159.88,1,1.0,
15.042,369,squat,1.0,Bottom,73.82,159.95,1,1.0,
15.075,370,squat,1.0,Bottom,73.66,160.03,1,1.0,
15.109,371,squat,1.0,Bottom,73.48,160.1,1,1.0,
15.154,372,squat,1.0,Bottom,73.31,160.17,1,1.0,
15.187,373,squat,1.0,Bottom,73.16,160.27,1,1.0,
15.233,374,squat,1.0,Bottom,73.03,160.42,1,1.0,
15.266,375,squat,1.0,Bottom,72.94,160.6,1,1.0,
15.298,376,squat,1.0,Bottom,72.86,160.79,1,1.0,
15.331,377,squat,1.0,Bottom,72.8,160.96,1,1.0,
15.363,378,squat,1.0,Bottom,72.75,161.11,1,1.0,
15.396,379,squat,1.0,Bottom,72.71,161.22,1,1.0,
15.44,380,squat,1.0,Bottom,72.69,161.3,1,1.0,
15.473,381,squat,1.0,Bottom,72.67,161.32,1,1.0,
15.505,382,squat,1.0,Bottom,72.66,161.3,1,1.0,
15.537,383,squat,1.0,Bottom,72.66,161.24,1,1.0,
15.572,384,squat,1.0,Bottom,72.66,161.17,1,1.0,
15.605,385,squat,1.0,Bottom,72.68,161.08,1,1.0,
15.652,386,squat,1.0,Bottom,72.73,160.97,1,1.0,
15.698,387,squat,1.0,Bottom,72.81,160.87,1,1.0,
15.73,388,squat,1.0,Bottom,72.92,160.78,1,1.0,
15.764,389,squat,1.0,Bottom,73.02,160.68,1,1.0,
15.809,390,squat,1.0,Bottom,73.15,160.56,1,1.0,
15.839,391,squat,1.0,Bottom,73.26,160.42,1,1.0,
15.869,392,squat,1.0,Bottom,73.35,160.3,1,1.0,
15.901,393,squat,1.0,Bottom,73.43,160.19,1,1.0,
15.935,394,squat,1.0,Bottom,73.49,160.02,1,1.0,
15.967,395,squat,1.0,Bottom,73.56,159.83,1,1.0,
15.998,396,squat,1.0,Bottom,73.62,159.7,1,1.0,
16.045,397,squat,1.0,Bottom,73.69,159.6,1,1.0,
16.077,398,squat,1.0,Bottom,74.0,159.7,1,1.0,
16.11,399,squat,1.0,Bottom,74.56,159.71,1,1.0,
16.141,400,squat,1.0,Bottom,75.43,159.93,1,1.0,
16.172,401,squat,1.0,Bottom,76.96,160.6,1,1.0,
16.206,402,squat,1.0,Bottom,78.39,160.76,1,1.0,
16.255,403,squat,1.0,Ascending,80.53,155.54,1,1.0,
16.3,404,squat,1.0,Ascending,83.23,153.48,1,1.0,
16.332,405,squat,1.0,Ascending,86.6,153.91,1,1.0,
16.365,406,squat,1.0,Ascending,90.25,153.47,1,1.0,
16.396,407,squat,1.0,Ascending,94.05,154.06,1,1.0,
16.427,408,squat,1.0,Ascending,98.21,156.71,1,1.0,
16.463,409,squat,1.0,Ascending,102.48,157.41,1,1.0,
16.493,410,squat,1.0,Ascending,106.1,156.64,1,1.0,
16.523,411,squat,1.0,Ascending,109.7,157.12,1,1.0,
16.556,412,squat,1.0,Ascending,113.12,157.13,1,1.0,
16.605,413,squat,1.0,Ascending,116.39,157.13,1,1.0,
16.658,414,squat,1.0,Ascending,119.69,157.22,1,1.0,
16.692,415,squat,1.0,Ascending,123.24,157.63,1,1.0,
16.723,416,squat,1.0,Ascending,126.88,158.28,1,1.0,
16.753,417,squat,1.0,Ascending,129.86,158.14,1,1.0,
16.783,418,squat,1.0,Ascending,133.23,157.83,1,1.0,
16.826,419,squat,1.0,Ascending,136.52,157.44,1,1.0,
16.861,420,squat,1.0,Ascending,140.17,157.03,1,1.0,
16.892,421,squat,1.0,Ascending,143.83,157.12,1,1.0,
16.923,422,squat,1.0,Ascending,147.76,157.32,1,1.0,
16.968,423,squat,1.0,Ascending,152.05,157.44,1,1.0,
17.004,424,squat,1.0,Ascending,156.28,157.18,1,1.0,
17.049,425,squat,1.0,Ascending,159.64,157.41,1,1.0,
17.081,426,squat,1.0,Ascending,162.96,158.13,1,1.0,
