time_s,frame_idx,exercise,conf,phase,knee_avg,elbow_avg,rep_count,score,warnings
4.083,80,pushup,1.0,Ascending,175.04,99.26,0,1.0,
4.114,81,pushup,1.0,Ascending,174.9,101.29,0,1.0,
4.146,82,pushup,1.0,Ascending,174.79,99.13,0,1.0,
4.177,83,pushup,1.0,Ascending,174.66,102.13,0,1.0,
4.207,84,pushup,1.0,Ascending,174.63,108.16,0,1.0,
4.239,85,pushup,1.0,Ascending,174.62,113.57,0,1.0,
4.271,86,pushup,1.0,Ascending,174.15,119.75,0,1.0,
4.302,87,pushup,1.0,Ascending,174.07,124.34,0,1.0,
4.333,88,pushup,1.0,Ascending,173.92,129.02,0,1.0,
4.364,89,pushup,1.0,Ascending,173.66,133.95,0,1.0,
4.395,90,pushup,1.0,Ascending,173.45,139.35,0,1.0,
4.426,91,pushup,1.0,Ascending,173.48,144.57,0,1.0,
4.458,92,pushup,1.0,Ascending,173.63,148.66,0,1.0,
4.488,93,pushup,1.0,Ascending,173.58,151.83,0,1.0,
4.52,94,pushup,1.0,Ascending,173.15,154.8,0,1.0,
4.551,95,pushup,1.0,Ascending,172.59,157.78,0,1.0,
4.583,96,pushup,1.0,Ascending,172.5,160.12,0,1.0,
4.614,97,pushup,1.0,Ascending,172.46,162.2,0,1.0,
4.646,98,pushup,1.0,Ascending,172.86,163.79,0,1.0,
4.746,99,pushup,1.0,Top,173.73,165.0,1,1.0,
4.774,100,pushup,1.0,Top,174.24,165.89,1,1.0,
4.816,101,pushup,1.0,Top,173.74,166.52,1,1.0,
4.847,102,pushup,1.0,Top,173.88,166.99,1,1.0,
4.878,103,pushup,1.0,Top,174.36,167.34,1,1.0,
4.909,104,pushup,1.0,Top,174.82,167.72,1,1.0,
4.941,105,pushup,1.0,Top,175.02,167.96,1,1.0,
4.971,106,pushup,1.0,Top,175.11,168.2,1,1.0,
5.002,107,pushup,1.0,Top,175.03,168.39,1,1.0,
5.034,108,pushup,1.0,Top,174.93,168.5,1,1.0,
5.065,109,pushup,1.0,Top,175.11,168.48,1,1.0,
5.097,110,pushup,1.0,Top,175.36,168.42,1,1.0,
5.128,111,pushup,1.0,Top,175.53,168.26,1,1.0,
5.16,112,pushup,1.0,Top,175.62,168.1,1,1.0,
5.191,113,pushup,1.0,Top,175.67,167.78,1,1.0,
5.223,114,pushup,1.0,Top,175.53,167.01,1,1.0,
5.254,115,pushup,1.0,Top,175.3,166.22,1,1.0,
5.286,116,pushup,1.0,Top,175.03,165.55,1,1.0,
5.317,117,pushup,1.0,Top,174.81,164.89,1,1.0,
5.349,118,pushup,1.0,Top,174.58,164.21,1,1.0,
5.379,119,pushup,1.0,Top,174.29,163.32,1,1.0,
5.409,120,pushup,1.0,Top,173.97,162.13,1,1.0,
5.439,121,pushup,1.0,Top,173.57,160.94,1,1.0,
5.471,122,pushup,1.0,Top,173.32,159.65,1,1.0,
5.501,123,pushup,1.0,Top,173.22,158.41,1,1.0,
5.533,124,pushup,1.0,Top,173.26,157.14,1,1.0,
5.564,125,pushup,1.0,Top,173.55,156.23,1,1.0,
5.596,126,pushup,1.0,Top,174.18,154.82,1,1.0,
5.627,127,pushup,1.0,Top,174.59,153.75,1,1.0,
5.659,128,pushup,1.0,Top,174.65,152.88,1,1.0,
5.689,129,pushup,1.0,Top,174.35,151.53,1,1.0,
5.72,130,pushup,1.0,Top,173.81,150.21,1,1.0,
5.752,131,pushup,1.0,Top,174.11,148.84,1,1.0,
5.784,132,pushup,1.0,Top,174.53,147.45,1,1.0,
5.815,133,pushup,1.0,Top,174.89,146.54,1,1.0,
5.847,134,pushup,1.0,Top,175.28,145.43,1,1.0,
5.878,135,pushup,1.0,Top,175.85,144.11,1,1.0,
5.908,136,pushup,1.0,Top,176.62,142.67,1,1.0,
5.939,137,pushup,1.0,Top,177.19,141.11,1,1.0,
5.97,138,pushup,1.0,Top,177.54,139.4,1,1.0,
6.001,139,pushup,1.0,Top,177.88,138.3,1,1.0,
6.033,140,pushup,1.0,Top,178.23,137.31,1,1.0,
6.065,141,pushup,1.0,Top,178.12,135.63,1,1.0,
6.096,142,pushup,1.0,Descending,177.93,133.62,1,1.0,
6.126,143,pushup,1.0,Descending,177.41,130.78,1,1.0,
6.158,144,pushup,1.0,Descending,177.2,128.49,1,1.0,
6.189,145,pushup,1.0,Descending,177.07,125.25,1,1.0,
6.22,146,pushup,1.0,Descending,176.85,120.61,1,1.0,
6.253,147,pushup,1.0,Descending,176.48,114.09,1,1.0,
6.284,148,pushup,1.0,Descending,176.21,109.36,1,1.0,
6.316,149,pushup,1.0,Descending,176.19,107.2,1,1.0,
6.347,150,pushup,1.0,Descending,176.3,105.17,1,1.0,
6.378,151,pushup,1.0,Descending,176.31,104.18,1,1.0,
6.41,152,pushup,1.0,Descending,176.19,102.79,1,1.0,
6.44,153,pushup,1.0,Descending,175.78,101.77,1,1.0,
6.473,154,pushup,1.0,Descending,175.63,101.75,1,1.0,
6.504,155,pushup,1.0,Descending,176.18,101.07,1,1.0,
6.535,156,pushup,1.0,Descending,176.67,100.85,1,1.0,
6.566,157,pushup,1.0,Descending,177.18,100.08,1,1.0,
6.598,158,pushup,1.0,Descending,177.57,98.69,1,1.0,
6.63,159,pushup,1.0,Descending,177.72,97.08,1,1.0,
6.661,160,pushup,1.0,Descending,178.1,94.91,1,1.0,
6.692,161,pushup,1.0,Descending,178.41,92.78,1,1.0,
6.724,162,pushup,1.0,Descending,178.6,91.06,1,1.0,
6.755,163,pushup,1.0,Bottom,178.56,89.52,1,1.0,
6.787,164,pushup,1.0,Bottom,178.46,87.4,1,1.0,
6.818,165,pushup,1.0,Bottom,178.38,84.77,1,1.0,
6.849,166,pushup,1.0,Bottom,178.18,81.84,1,1.0,
6.881,167,pushup,1.0,Bottom,177.91,77.71,1,1.0,
6.913,168,pushup,1.0,Bottom,177.58,74.4,1,1.0,
6.944,169,pushup,1.0,Bottom,177.41,71.93,1,1.0,
6.976,170,pushup,1.0,Bottom,177.26,69.82,1,1.0,
7.007,171,pushup,1.0,Bottom,177.03,68.16,1,1.0,
7.039,172,pushup,1.0,Bottom,176.82,66.59,1,1.0,
7.07,173,pushup,1.0,Bottom,176.75,64.65,1,1.0,
7.102,174,pushup,1.0,Bottom,176.69,63.42,1,1.0,
7.133,175,pushup,1.0,Bottom,176.67,62.57,1,1.0,
7.163,176,pushup,1.0,Bottom,176.72,62.77,1,1.0,
7.194,177,pushup,1.0,Bottom,176.72,63.04,1,1.0,
7.226,178,pushup,1.0,Bottom,176.71,63.13,1,1.0,
7.256,179,pushup,1.0,Bottom,176.69,62.0,1,1.0,
7.287,180,pushup,1.0,Bottom,176.69,60.79,1,1.0,
7.319,181,pushup,1.0,Bottom,176.68,59.78,1,1.0,
7.349,182,pushup,1.0,Bottom,176.63,58.92,1,1.0,
7.381,183,pushup,1.0,Bottom,176.58,58.53,1,1.0,
7.413,184,pushup,1.0,Bottom,176.43,58.38,1,1.0,
7.444,185,pushup,1.0,Bottom,176.35,58.14,1,1.0,
7.476,186,pushup,1.0,Bottom,176.29,58.16,1,1.0,
7.507,187,pushup,1.0,Bottom,176.32,58.41,1,1.0,
7.539,188,pushup,1.0,Bottom,176.44,58.75,1,1.0,
7.57,189,pushup,1.0,Bottom,176.45,59.57,1,1.0,
7.602,190,pushup,1.0,Bottom,176.4,60.38,1,1.0,
7.633,191,pushup,1.0,Bottom,176.06,61.51,1,1.0,
7.665,192,pushup,1.0,Ascending,175.96,66.83,1,1.0,
7.696,193,pushup,1.0,Ascending,176.08,70.58,1,1.0,
7.728,194,pushup,1.0,Ascending,176.63,74.8,1,1.0,
7.758,195,pushup,1.0,Ascending,177.1,80.74,1,1.0,
7.79,196,pushup,1.0,Ascending,177.55,85.77,1,1.0,
7.821,197,pushup,1.0,Ascending,177.35,91.03,1,1.0,
7.853,198,pushup,1.0,Ascending,177.1,96.71,1,1.0,
7.884,199,pushup,1.0,Ascending,176.67,101.7,1,1.0,
7.916,200,pushup,1.0,Ascending,176.24,106.15,1,1.0,
7.947,201,pushup,1.0,Ascending,176.32,108.9,1,1.0,
7.98,202,pushup,1.0,Ascending,176.29,112.51,1,1.0,
8.011,203,pushup,1.0,Ascending,175.81,117.11,1,1.0,
8.043,204,pushup,1.0,Ascending,175.41,122.16,1,1.0,
8.075,205,pushup,1.0,Ascending,174.98,127.34,1,1.0,
8.106,206,pushup,1.0,Ascending,174.47,132.44,1,1.0,
8.136,207,pushup,1.0,Ascending,174.39,136.34,1,1.0,
8.168,208,pushup,1.0,Ascending,174.25,139.42,1,1.0,
8.2,209,pushup,1.0,Ascending,174.19,142.48,1,1.0,
8.231,210,pushup,1.0,Ascending,174.08,146.19,1,1.0,
8.261,211,pushup,1.0,Ascending,173.97,150.16,1,1.0,
8.293,212,pushup,1.0,Ascending,173.83,153.87,1,1.0,
8.324,213,pushup,1.0,Ascending,173.66,156.47,1,1.0,
8.356,214,pushup,1.0,Ascending,173.83,158.69,1,1.0,
8.387,215,pushup,1.0,Ascending,174.02,160.68,1,1.0,
8.419,216,pushup,1.0,Ascending,174.28,162.55,1,1.0,
8.451,217,pushup,1.0,Ascending,174.58,164.24,1,1.0,
8.553,218,pushup,1.0,Top,174.87,165.61,2,1.0,
8.58,219,pushup,1.0,Top,175.16,166.74,2,1.0,
8.623,220,pushup,1.0,Top,175.87,167.59,2,1.0,
8.654,221,pushup,1.0,Top,176.11,168.21,2,1.0,
8.686,222,pushup,1.0,Top,176.06,168.54,2,1.0,
8.717,223,pushup,1.0,Top,176.01,168.79,2,1.0,
8.75,224,pushup,1.0,Top,175.87,168.97,2,1.0,
8.78,225,pushup,1.0,Top,175.65,169.14,2,1.0,
8.812,226,pushup,1.0,Top,175.46,169.22,2,1.0,
8.844,227,pushup,1.0,Top,175.22,169.18,2,1.0,
8.875,228,pushup,1.0,Top,175.04,168.97,2,1.0,
8.907,229,pushup,1.0,Top,174.84,168.67,2,1.0,
8.94,230,pushup,1.0,Top,174.67,168.32,2,1.0,
8.97,231,pushup,1.0,Top,174.51,167.97,2,1.0,
9.001,232,pushup,1.0,Top,174.39,167.36,2,1.0,
9.033,233,pushup,1.0,Top,174.35,166.49,2,1.0,
9.064,234,pushup,1.0,Top,174.43,165.27,2,1.0,
9.095,235,pushup,1.0,Top,174.16,164.07,2,1.0,
9.126,236,pushup,1.0,Top,173.82,163.07,2,1.0,
9.158,237,pushup,1.0,Top,173.9,162.01,2,1.0,
9.189,238,pushup,1.0,Top,174.25,160.63,2,1.0,
9.221,239,pushup,1.0,Top,174.53,159.49,2,1.0,
9.253,240,pushup,1.0,Top,174.72,158.39,2,1.0,
9.284,241,pushup,1.0,Top,174.93,157.14,2,1.0,
9.316,242,pushup,1.0,Top,175.12,156.02,2,1.0,
9.347,243,pushup,1.0,Top,175.47,155.02,2,1.0,
9.378,244,pushup,1.0,Top,176.15,153.97,2,1.0,
9.41,245,pushup,1.0,Top,176.44,152.53,2,1.0,
9.44,246,pushup,1.0,Top,176.43,150.85,2,1.0,
9.471,247,pushup,1.0,Top,176.37,149.44,2,1.0,
9.503,248,pushup,1.0,Top,175.91,148.34,2,1.0,
9.534,249,pushup,1.0,Top,175.85,146.92,2,1.0,
9.565,250,pushup,1.0,Top,175.84,145.18,2,1.0,
9.596,251,pushup,1.0,Top,176.09,143.28,2,1.0,
9.628,252,pushup,1.0,Descending,176.65,141.21,2,1.0,
9.659,253,pushup,1.0,Descending,177.39,139.26,2,1.0,
9.691,254,pushup,1.0,Descending,177.8,137.69,2,1.0,
9.723,255,pushup,1.0,Descending,178.19,136.29,2,1.0,
9.754,256,pushup,1.0,Descending,178.33,134.35,2,1.0,
9.786,257,pushup,1.0,Descending,178.05,129.98,2,1.0,
9.816,258,pushup,1.0,Descending,177.56,124.1,2,1.0,
9.847,259,pushup,1.0,Descending,177.44,119.53,2,1.0,
9.879,260,pushup,1.0,Descending,176.92,113.67,2,1.0,
9.91,261,pushup,1.0,Descending,176.48,109.04,2,1.0,
9.942,262,pushup,1.0,Descending,176.2,106.66,2,1.0,
9.973,263,pushup,1.0,Descending,176.11,105.93,2,1.0,
10.004,264,pushup,1.0,Descending,176.02,105.85,2,1.0,
10.035,265,pushup,1.0,Descending,176.09,105.63,2,1.0,
10.067,266,pushup,1.0,Descending,176.16,105.7,2,1.0,
10.098,267,pushup,1.0,Descending,176.52,105.84,2,1.0,
10.129,268,pushup,1.0,Descending,176.81,105.31,2,1.0,
10.16,269,pushup,1.0,Descending,177.26,103.04,2,1.0,
10.191,270,pushup,1.0,Descending,177.65,100.71,2,1.0,
10.223,271,pushup,1.0,Descending,178.13,98.67,2,1.0,
10.254,272,pushup,1.0,Descending,178.35,97.11,2,1.0,
10.285,273,pushup,1.0,Descending,178.38,95.14,2,1.0,
10.317,274,pushup,1.0,Descending,178.29,93.13,2,1.0,
10.347,275,pushup,1.0,Descending,178.09,91.27,2,1.0,
10.379,276,pushup,1.0,Descending,177.84,88.39,2,1.0,
10.41,277,pushup,1.0,Descending,177.62,85.7,2,1.0,
10.441,278,pushup,1.0,Bottom,177.32,84.02,2,1.0,
10.473,279,pushup,1.0,Bottom,177.15,82.47,2,1.0,
10.505,280,pushup,1.0,Bottom,177.25,81.01,2,1.0,
10.535,281,pushup,1.0,Bottom,177.62,79.65,2,1.0,
10.567,282,pushup,1.0,Bottom,177.86,78.3,2,1.0,
10.599,283,pushup,1.0,Bottom,178.03,76.73,2,1.0,
10.63,284,pushup,1.0,Bottom,178.09,75.28,2,1.0,
10.661,285,pushup,1.0,Bottom,178.02,74.53,2,1.0,
10.694,286,pushup,1.0,Bottom,177.87,74.17,2,1.0,
10.725,287,pushup,1.0,Bottom,177.66,73.88,2,1.0,
10.757,288,pushup,1.0,Bottom,177.46,73.59,2,1.0,
10.788,289,pushup,1.0,Bottom,177.36,72.96,2,1.0,
10.82,290,pushup,1.0,Bottom,177.24,72.52,2,1.0,
10.851,291,pushup,1.0,Bottom,176.93,72.09,2,1.0,
10.883,292,pushup,1.0,Bottom,176.48,71.54,2,1.0,
10.914,293,pushup,1.0,Bottom,176.34,71.11,2,1.0,
10.946,294,pushup,1.0,Bottom,176.34,70.84,2,1.0,
10.977,295,pushup,1.0,Bottom,176.43,70.55,2,1.0,
11.009,296,pushup,1.0,Bottom,176.44,69.34,2,1.0,
11.041,297,pushup,1.0,Bottom,175.98,69.42,2,1.0,
11.072,298,pushup,1.0,Bottom,175.17,71.17,2,1.0,
11.103,299,pushup,1.0,Ascending,174.63,74.9,2,1.0,
11.135,300,pushup,1.0,Ascending,174.62,79.43,2,1.0,
11.167,301,pushup,1.0,Ascending,174.58,82.04,2,1.0,
11.198,302,pushup,1.0,Ascending,175.21,85.27,2,1.0,
11.229,303,pushup,1.0,Ascending,175.57,89.57,2,1.0,
11.261,304,pushup,1.0,Ascending,176.1,94.62,2,1.0,
11.293,305,pushup,1.0,Ascending,176.23,98.45,2,1.0,
11.324,306,pushup,1.0,Ascending,176.16,101.82,2,1.0,
11.354,307,pushup,1.0,Ascending,176.02,105.73,2,1.0,
11.386,308,pushup,1.0,Ascending,176.03,108.6,2,1.0,
11.417,309,pushup,1.0,Ascending,176.03,112.64,2,1.0,
11.448,310,pushup,1.0,Ascending,175.78,117.3,2,1.0,
11.48,311,pushup,1.0,Ascending,176.07,120.91,2,1.0,
11.512,312,pushup,1.0,Ascending,176.03,125.04,2,1.0,
11.543,313,pushup,1.0,Ascending,175.6,129.68,2,1.0,
11.574,314,pushup,1.0,Ascending,175.11,134.55,2,1.0,
11.606,315,pushup,1.0,Ascending,174.48,139.04,2,1.0,
11.638,316,pushup,1.0,Ascending,174.39,142.91,2,1.0,
11.668,317,pushup,1.0,Ascending,174.55,145.74,2,1.0,
11.699,318,pushup,1.0,Ascending,174.27,148.57,2,1.0,
11.731,319,pushup,1.0,Ascending,174.11,151.89,2,1.0,
11.763,320,pushup,1.0,Ascending,173.91,155.04,2,1.0,
11.795,321,pushup,1.0,Ascending,173.75,157.36,2,1.0,
11.827,322,pushup,1.0,Ascending,173.81,159.11,2,1.0,
11.86,323,pushup,1.0,Ascending,174.09,160.77,2,1.0,
11.891,324,pushup,1.0,Ascending,174.45,162.26,2,1.0,
11.923,325,pushup,1.0,Ascending,174.88,163.76,2,1.0,
12.025,326,pushup,1.0,Top,175.34,165.03,3,1.0,
12.053,327,pushup,1.0,Top,175.52,166.11,3,1.0,
12.096,328,pushup,1.0,Top,175.66,166.88,3,1.0,
12.126,329,pushup,1.0,Top,175.62,167.45,3,1.0,
12.158,330,pushup,1.0,Top,175.46,167.8,3,1.0,
12.189,331,pushup,1.0,Top,175.37,167.98,3,1.0,
12.22,332,pushup,1.0,Top,175.23,168.01,3,1.0,
12.251,333,pushup,1.0,Top,175.15,167.91,3,1.0,
12.283,334,pushup,1.0,Top,175.15,167.72,3,1.0,
12.314,335,pushup,1.0,Top,175.17,167.45,3,1.0,
12.345,336,pushup,1.0,Top,175.16,166.83,3,1.0,
12.377,337,pushup,1.0,Top,175.11,165.95,3,1.0,
12.408,338,pushup,1.0,Top,175.03,165.1,3,1.0,
12.44,339,pushup,1.0,Top,174.95,164.37,3,1.0,
12.471,340,pushup,1.0,Top,174.86,163.63,3,1.0,
12.503,341,pushup,1.0,Top,174.8,162.67,3,1.0,
12.534,342,pushup,1.0,Top,174.75,161.67,3,1.0,
12.565,343,pushup,1.0,Top,174.88,160.49,3,1.0,
12.596,344,pushup,1.0,Top,174.95,159.31,3,1.0,
12.628,345,pushup,1.0,Top,175.12,158.09,3,1.0,
12.659,346,pushup,1.0,Top,175.29,156.33,3,1.0,
12.69,347,pushup,1.0,Top,175.36,154.88,3,1.0,
12.722,348,pushup,1.0,Top,175.39,153.2,3,1.0,
12.753,349,pushup,1.0,Top,175.59,151.29,3,1.0,
12.784,350,pushup,1.0,Top,175.53,149.6,3,1.0,
12.816,351,pushup,1.0,Top,175.6,147.84,3,1.0,
12.847,352,pushup,1.0,Top,175.92,146.14,3,1.0,
12.879,353,pushup,1.0,Top,176.38,144.17,3,1.0,
12.911,354,pushup,1.0,Top,176.84,142.52,3,1.0,
12.943,355,pushup,1.0,Top,177.21,140.59,3,1.0,
12.975,356,pushup,1.0,Top,177.55,139.08,3,1.0,
13.005,357,pushup,1.0,Top,177.79,137.41,3,1.0,
13.038,358,pushup,1.0,Descending,177.74,135.29,3,1.0,
13.068,359,pushup,1.0,Descending,177.32,132.78,3,1.0,
13.099,360,pushup,1.0,Descending,176.91,126.23,3,1.0,
13.131,361,pushup,1.0,Descending,176.73,120.84,3,1.0,
13.162,362,pushup,1.0,Descending,176.66,116.24,3,1.0,
13.193,363,pushup,1.0,Descending,176.63,112.46,3,1.0,
13.225,364,pushup,1.0,Descending,176.15,109.0,3,1.0,
13.256,365,pushup,1.0,Descending,175.98,105.86,3,1.0,
13.288,366,pushup,1.0,Descending,175.72,104.95,3,1.0,
13.319,367,pushup,1.0,Descending,175.62,104.73,3,1.0,
13.35,368,pushup,1.0,Descending,175.42,103.3,3,1.0,
13.382,369,pushup,1.0,Descending,175.3,101.86,3,1.0,
13.414,370,pushup,1.0,Descending,175.48,102.26,3,1.0,
13.446,371,pushup,1.0,Descending,175.96,102.32,3,1.0,
13.478,372,pushup,1.0,Descending,176.56,101.3,3,1.0,
13.509,373,pushup,1.0,Descending,177.09,100.24,3,1.0,
13.539,374,pushup,1.0,Descending,177.53,98.79,3,1.0,
13.57,375,pushup,1.0,Descending,177.89,96.79,3,1.0,
13.603,376,pushup,1.0,Descending,178.24,94.1,3,1.0,
13.635,377,pushup,1.0,Descending,178.14,91.56,3,1.0,
13.667,378,pushup,1.0,Descending,178.08,90.17,3,1.0,
13.699,379,pushup,1.0,Bottom,177.74,88.8,3,1.0,
13.731,380,pushup,1.0,Bottom,177.45,87.28,3,1.0,
13.763,381,pushup,1.0,Bottom,177.37,85.28,3,1.0,
13.794,382,pushup,1.0,Bottom,177.52,83.15,3,1.0,
13.825,383,pushup,1.0,Bottom,177.48,80.8,3,1.0,
13.857,384,pushup,1.0,Bottom,177.28,78.38,3,1.0,
13.889,385,pushup,1.0,Bottom,177.14,76.19,3,1.0,
13.922,386,pushup,1.0,Bottom,177.11,73.76,3,1.0,
13.954,387,pushup,1.0,Bottom,177.08,71.65,3,1.0,
13.985,388,pushup,1.0,Bottom,177.05,70.27,3,1.0,
14.017,389,pushup,1.0,Bottom,177.05,69.31,3,1.0,
14.05,390,pushup,1.0,Bottom,176.95,68.66,3,1.0,
14.082,391,pushup,1.0,Bottom,176.76,68.19,3,1.0,
14.113,392,pushup,1.0,Bottom,176.37,68.14,3,1.0,
14.146,393,pushup,1.0,Bottom,176.02,67.82,3,1.0,
14.178,394,pushup,1.0,Bottom,175.63,67.46,3,1.0,
14.21,395,pushup,1.0,Bottom,175.3,66.58,3,1.0,
14.242,396,pushup,1.0,Bottom,175.08,65.72,3,1.0,
14.271,397,pushup,1.0,Bottom,175.02,64.69,3,1.0,
14.306,398,pushup,1.0,Bottom,175.18,63.73,3,1.0,
14.338,399,pushup,1.0,Bottom,175.28,62.87,3,1.0,
14.37,400,pushup,1.0,Bottom,175.47,62.2,3,1.0,
14.402,401,pushup,1.0,Bottom,175.63,61.82,3,1.0,
14.434,402,pushup,1.0,Bottom,175.95,61.95,3,1.0,
14.465,403,pushup,1.0,Bottom,176.42,61.03,3,1.0,
14.497,404,pushup,1.0,Bottom,176.89,60.27,3,1.0,
14.529,405,pushup,1.0,Bottom,177.19,59.71,3,1.0,
14.561,406,pushup,1.0,Bottom,177.03,60.09,3,1.0,
14.593,407,pushup,1.0,Bottom,176.82,60.63,3,1.0,
14.624,408,pushup,1.0,Bottom,176.66,61.18,3,1.0,
14.657,409,pushup,1.0,Bottom,176.24,63.16,3,1.0,
14.689,410,pushup,1.0,Ascending,176.18,66.74,3,1.0,
14.721,411,pushup,1.0,Ascending,176.27,72.01,3,1.0,
14.753,412,pushup,1.0,Ascending,176.27,77.64,3,1.0,
14.785,413,pushup,1.0,Ascending,176.43,82.66,3,1.0,
14.817,414,pushup,1.0,Ascending,176.88,87.78,3,1.0,
14.848,415,pushup,1.0,Ascending,176.47,93.44,3,1.0,
14.879,416,pushup,1.0,Ascending,176.57,97.13,3,1.0,
14.911,417,pushup,1.0,Ascending,176.74,101.27,3,1.0,
14.943,418,pushup,1.0,Ascending,176.89,105.07,3,1.0,
