time_s,frame_idx,exercise,conf,phase,knee_avg,elbow_avg,rep_count,score,warnings
4.093,81,lunge,1.0,Bottom,83.55,51.45,0,1.0,
4.125,82,lunge,1.0,Bottom,83.97,51.49,0,1.0,
4.156,83,lunge,1.0,Bottom,84.55,51.88,0,1.0,
4.188,84,lunge,1.0,Bottom,85.44,52.64,0,1.0,
4.22,85,lunge,1.0,Bottom,86.32,53.31,0,1.0,
4.252,86,lunge,1.0,Bottom,87.06,53.89,0,1.0,
4.283,87,lunge,1.0,Ascending,91.81,54.95,0,1.0,
4.315,88,lunge,1.0,Ascending,95.79,56.99,0,1.0,
4.346,89,lunge,1.0,Ascending,97.43,59.88,0,1.0,
4.377,90,lunge,1.0,Ascending,107.97,63.54,0,1.0,
4.408,91,lunge,1.0,Ascending,107.9,66.11,0,1.0,
4.441,92,lunge,1.0,Ascending,109.24,69.67,0,1.0,
4.471,93,lunge,1.0,Ascending,110.11,72.69,0,1.0,
4.501,94,lunge,1.0,Ascending,112.79,75.88,0,1.0,
4.533,95,lunge,1.0,Ascending,116.16,78.77,0,1.0,
4.565,96,lunge,1.0,Ascending,121.6,82.38,0,1.0,
4.595,97,lunge,1.0,Ascending,126.88,86.85,0,1.0,
4.626,98,lunge,1.0,Ascending,132.73,93.56,0,1.0,
4.658,99,lunge,1.0,Ascending,138.98,101.53,0,1.0,
4.69,100,lunge,1.0,Ascending,143.44,108.67,0,1.0,
4.72,101,lunge,1.0,Ascending,146.72,114.21,0,1.0,
4.751,102,lunge,1.0,Ascending,149.26,121.46,0,1.0,
4.784,103,lunge,1.0,Ascending,150.61,129.46,0,1.0,
4.814,104,lunge,1.0,Ascending,151.99,137.39,0,1.0,
4.847,105,lunge,1.0,Ascending,152.96,144.3,0,1.0,
4.877,106,lunge,1.0,Ascending,153.46,149.62,0,1.0,
4.907,107,lunge,1.0,Ascending,154.13,154.08,0,1.0,
4.939,108,lunge,1.0,Ascending,154.85,157.92,0,1.0,
4.971,109,lunge,1.0,Ascending,155.53,161.02,0,1.0,
5.004,110,lunge,1.0,Ascending,156.15,163.92,0,1.0,
5.035,111,lunge,1.0,Ascending,156.66,166.04,0,1.0,
5.066,112,lunge,1.0,Ascending,158.93,167.31,0,1.0,
5.098,113,lunge,1.0,Ascending,160.19,168.16,0,1.0,
5.128,114,lunge,1.0,Ascending,162.0,168.47,0,1.0,
5.16,115,lunge,1.0,Ascending,163.5,168.85,0,1.0,
5.191,116,lunge,1.0,Ascending,164.57,169.03,0,1.0,
5.223,117,lunge,1.0,Ascending,166.08,168.7,0,1.0,
5.323,118,lunge,1.0,Start,167.82,167.75,1,1.0,
5.35,119,lunge,1.0,Start,169.65,167.61,1,1.0,
5.393,120,lunge,1.0,Start,170.99,167.6,1,1.0,
5.425,121,lunge,1.0,Start,172.09,167.92,1,1.0,
5.455,122,lunge,1.0,Start,173.01,168.67,1,1.0,
5.486,123,lunge,1.0,Start,173.79,169.43,1,1.0,
5.518,124,lunge,1.0,Start,174.38,169.95,1,1.0,
5.551,125,lunge,1.0,Start,174.79,170.5,1,1.0,
5.581,126,lunge,1.0,Start,175.07,170.97,1,1.0,
5.613,127,lunge,1.0,Start,175.24,171.34,1,1.0,
5.645,128,lunge,1.0,Start,175.4,171.53,1,1.0,
5.677,129,lunge,1.0,Start,175.56,171.68,1,1.0,
5.708,130,lunge,1.0,Start,175.71,171.77,1,1.0,
5.739,131,lunge,1.0,Start,175.82,171.84,1,1.0,
5.77,132,lunge,1.0,Start,175.87,171.81,1,1.0,
5.803,133,lunge,1.0,Start,175.74,171.81,1,1.0,
5.834,134,lunge,1.0,Start,175.09,171.83,1,1.0,
5.865,135,lunge,1.0,Start,174.4,171.84,1,1.0,
5.897,136,lunge,1.0,Start,173.06,171.85,1,1.0,
5.928,137,lunge,1.0,Start,170.78,172.08,1,1.0,
5.959,138,lunge,1.0,Descending,167.85,172.23,1,1.0,
5.991,139,lunge,1.0,Descending,165.56,172.41,1,1.0,
6.022,140,lunge,1.0,Descending,163.61,172.16,1,1.0,
6.054,141,lunge,1.0,Descending,162.31,171.97,1,1.0,
6.085,142,lunge,1.0,Descending,161.81,171.38,1,1.0,
6.116,143,lunge,1.0,Descending,161.87,169.27,1,1.0,
6.146,144,lunge,1.0,Descending,162.65,165.29,1,1.0,
6.176,145,lunge,1.0,Descending,163.23,162.43,1,1.0,
6.208,146,lunge,1.0,Descending,165.66,157.3,1,1.0,
6.24,147,lunge,1.0,Descending,165.89,153.48,1,1.0,
6.271,148,lunge,1.0,Descending,166.53,142.94,1,1.0,
6.301,149,lunge,1.0,Descending,166.62,131.08,1,1.0,
6.333,150,lunge,1.0,Descending,166.53,121.75,1,1.0,
6.364,151,lunge,1.0,Descending,166.08,112.64,1,1.0,
6.395,152,lunge,1.0,Descending,164.48,104.24,1,1.0,
6.427,153,lunge,1.0,Descending,161.8,98.65,1,1.0,
6.457,154,lunge,1.0,Descending,159.42,94.29,1,1.0,
6.489,155,lunge,1.0,Descending,157.53,90.62,1,1.0,
6.521,156,lunge,1.0,Descending,154.47,87.1,1,1.0,
6.552,157,lunge,1.0,Descending,150.25,82.98,1,1.0,
6.584,158,lunge,1.0,Descending,144.39,79.12,1,1.0,
6.617,159,lunge,1.0,Descending,136.8,75.34,1,1.0,
6.646,160,lunge,1.0,Descending,130.23,73.55,1,1.0,
6.676,161,lunge,1.0,Descending,123.65,72.12,1,1.0,
6.707,162,lunge,1.0,Descending,118.21,70.54,1,1.0,
6.74,163,lunge,1.0,Descending,112.73,69.03,1,1.0,
6.772,164,lunge,1.0,Descending,107.49,67.97,1,1.0,
6.802,165,lunge,1.0,Descending,103.5,66.75,1,1.0,
6.833,166,lunge,1.0,Descending,100.75,65.41,1,1.0,
6.863,167,lunge,1.0,Descending,97.0,63.92,1,1.0,
6.894,168,lunge,1.0,Descending,93.96,62.3,1,1.0,
6.926,169,lunge,1.0,Descending,91.39,61.13,1,1.0,
6.959,170,lunge,1.0,Bottom,89.26,60.37,1,1.0,
6.991,171,lunge,1.0,Bottom,87.48,59.67,1,1.0,
7.022,172,lunge,1.0,Bottom,85.54,59.13,1,1.0,
7.053,173,lunge,1.0,Bottom,84.02,58.48,1,1.0,
7.085,174,lunge,1.0,Bottom,82.85,57.81,1,1.0,
7.116,175,lunge,1.0,Bottom,81.87,57.22,1,1.0,
7.146,176,lunge,1.0,Bottom,81.12,56.67,1,1.0,
7.178,177,lunge,1.0,Bottom,80.53,56.24,1,1.0,
7.21,178,lunge,1.0,Bottom,80.03,55.91,1,1.0,
7.241,179,lunge,1.0,Bottom,79.63,55.74,1,1.0,
7.274,180,lunge,1.0,Bottom,79.32,55.68,1,1.0,
7.306,181,lunge,1.0,Bottom,79.03,55.66,1,1.0,
7.336,182,lunge,1.0,Bottom,78.62,55.65,1,1.0,
7.368,183,lunge,1.0,Bottom,78.18,55.66,1,1.0,
7.4,184,lunge,1.0,Bottom,77.77,55.68,1,1.0,
7.431,185,lunge,1.0,Bottom,77.44,55.71,1,1.0,
7.463,186,lunge,1.0,Bottom,77.22,55.77,1,1.0,
7.493,187,lunge,1.0,Bottom,77.07,56.04,1,1.0,
7.525,188,lunge,1.0,Bottom,77.15,56.77,1,1.0,
7.557,189,lunge,1.0,Bottom,77.31,57.54,1,1.0,
7.588,190,lunge,1.0,Bottom,77.99,58.43,1,1.0,
7.621,191,lunge,1.0,Bottom,79.19,59.08,1,1.0,
7.651,192,lunge,1.0,Bottom,81.07,60.0,1,1.0,
7.684,193,lunge,1.0,Bottom,82.68,60.72,1,1.0,
7.715,194,lunge,1.0,Ascending,84.95,61.7,1,1.0,
7.745,195,lunge,1.0,Ascending,86.94,62.28,1,1.0,
7.779,196,lunge,1.0,Ascending,91.61,63.39,1,1.0,
7.81,197,lunge,1.0,Ascending,95.93,64.92,1,1.0,
7.842,198,lunge,1.0,Ascending,100.26,65.78,1,1.0,
7.872,199,lunge,1.0,Ascending,104.59,66.28,1,1.0,
7.905,200,lunge,1.0,Ascending,110.29,66.5,1,1.0,
7.936,201,lunge,1.0,Ascending,114.63,66.39,1,1.0,
7.969,202,lunge,1.0,Ascending,119.75,65.48,1,1.0,
7.999,203,lunge,1.0,Ascending,126.02,64.88,1,1.0,
8.031,204,lunge,1.0,Ascending,131.29,64.45,1,1.0,
8.063,205,lunge,1.0,Ascending,137.29,63.92,1,1.0,
8.094,206,lunge,1.0,Ascending,142.52,64.65,1,1.0,
8.126,207,lunge,1.0,Ascending,146.05,67.79,1,1.0,
8.157,208,lunge,1.0,Ascending,148.13,71.72,1,1.0,
8.189,209,lunge,1.0,Ascending,149.29,77.94,1,1.0,
8.22,210,lunge,1.0,Ascending,150.13,82.9,1,1.0,
8.252,211,lunge,1.0,Ascending,151.08,89.63,1,1.0,
8.283,212,lunge,1.0,Ascending,152.35,100.16,1,1.0,
8.315,213,lunge,1.0,Ascending,154.79,111.51,1,1.0,
8.346,214,lunge,1.0,Ascending,155.96,120.59,1,1.0,
8.376,215,lunge,1.0,Ascending,157.11,129.42,1,1.0,
8.408,216,lunge,1.0,Ascending,158.71,136.45,1,1.0,
8.441,217,lunge,1.0,Ascending,160.65,143.2,1,1.0,
8.471,218,lunge,1.0,Ascending,162.17,150.56,1,1.0,
8.502,219,lunge,1.0,Ascending,163.08,156.21,1,1.0,
8.535,220,lunge,1.0,Ascending,164.48,160.67,1,1.0,
8.566,221,lunge,1.0,Ascending,166.33,163.74,1,1.0,
8.669,222,lunge,1.0,Start,168.78,165.4,2,1.0,
8.697,223,lunge,1.0,Start,170.47,166.62,2,1.0,
8.738,224,lunge,1.0,Start,171.81,167.26,2,1.0,
8.769,225,lunge,1.0,Start,172.81,168.12,2,1.0,
8.8,226,lunge,1.0,Start,173.64,168.86,2,1.0,
8.832,227,lunge,1.0,Start,174.28,169.46,2,1.0,
8.865,228,lunge,1.0,Start,174.7,169.82,2,1.0,
8.895,229,lunge,1.0,Start,175.18,170.0,2,1.0,
8.927,230,lunge,1.0,Start,175.52,170.11,2,1.0,
8.959,231,lunge,1.0,Start,175.82,170.21,2,1.0,
8.99,232,lunge,1.0,Start,176.03,170.24,2,1.0,
9.021,233,lunge,1.0,Start,176.21,170.23,2,1.0,
9.053,234,lunge,1.0,Start,176.42,170.15,2,1.0,
9.084,235,lunge,1.0,Start,176.57,170.15,2,1.0,
9.116,236,lunge,1.0,Start,176.62,170.1,2,1.0,
9.147,237,lunge,1.0,Start,176.52,170.1,2,1.0,
9.178,238,lunge,1.0,Start,176.36,170.01,2,1.0,
9.208,239,lunge,1.0,Start,176.18,169.9,2,1.0,
9.24,240,lunge,1.0,Start,175.71,170.06,2,1.0,
9.271,241,lunge,1.0,Start,174.84,170.66,2,1.0,
9.303,242,lunge,1.0,Start,173.15,171.54,2,1.0,
9.335,243,lunge,1.0,Start,170.58,172.59,2,1.0,
9.365,244,lunge,1.0,Descending,168.66,173.58,2,1.0,
9.397,245,lunge,1.0,Descending,166.27,173.8,2,1.0,
9.428,246,lunge,1.0,Descending,164.04,173.46,2,1.0,
9.46,247,lunge,1.0,Descending,162.49,173.07,2,1.0,
9.492,248,lunge,1.0,Descending,161.98,171.62,2,1.0,
9.523,249,lunge,1.0,Descending,161.8,170.99,2,1.0,
9.555,250,lunge,1.0,Descending,161.65,168.42,2,1.0,
9.587,251,lunge,1.0,Descending,161.89,164.53,2,1.0,
9.618,252,lunge,1.0,Descending,163.42,155.2,2,1.0,
9.65,253,lunge,1.0,Descending,164.45,148.39,2,1.0,
9.682,254,lunge,1.0,Descending,164.93,143.52,2,1.0,
9.713,255,lunge,1.0,Descending,166.42,134.79,2,1.0,
9.745,256,lunge,1.0,Descending,167.26,124.53,2,1.0,
9.776,257,lunge,1.0,Descending,166.9,113.56,2,1.0,
9.808,258,lunge,1.0,Descending,166.54,105.97,2,1.0,
9.838,259,lunge,1.0,Descending,165.16,99.41,2,1.0,
9.871,260,lunge,1.0,Descending,162.73,94.6,2,1.0,
9.902,261,lunge,1.0,Descending,158.7,90.08,2,1.0,
9.932,262,lunge,1.0,Descending,155.2,86.28,2,1.0,
9.964,263,lunge,1.0,Descending,149.98,82.26,2,1.0,
9.995,264,lunge,1.0,Descending,145.35,78.77,2,1.0,
10.027,265,lunge,1.0,Descending,139.56,75.8,2,1.0,
10.06,266,lunge,1.0,Descending,132.98,72.87,2,1.0,
10.089,267,lunge,1.0,Descending,126.02,69.76,2,1.0,
10.124,268,lunge,1.0,Descending,120.42,67.63,2,1.0,
10.156,269,lunge,1.0,Descending,114.93,65.38,2,1.0,
10.186,270,lunge,1.0,Descending,110.56,63.53,2,1.0,
10.218,271,lunge,1.0,Descending,106.05,61.91,2,1.0,
10.249,272,lunge,1.0,Descending,104.05,60.22,2,1.0,
10.28,273,lunge,1.0,Descending,100.66,59.18,2,1.0,
10.311,274,lunge,1.0,Descending,97.26,58.17,2,1.0,
10.343,275,lunge,1.0,Descending,93.64,57.05,2,1.0,
10.373,276,lunge,1.0,Descending,90.38,56.08,2,1.0,
10.405,277,lunge,1.0,Descending,87.92,55.23,2,1.0,
10.437,278,lunge,1.0,Descending,85.55,54.65,2,1.0,
10.468,279,lunge,1.0,Bottom,83.44,54.11,2,1.0,
10.5,280,lunge,1.0,Bottom,82.06,53.47,2,1.0,
10.531,281,lunge,1.0,Bottom,80.83,52.78,2,1.0,
10.564,282,lunge,1.0,Bottom,79.85,52.31,2,1.0,
10.594,283,lunge,1.0,Bottom,79.11,51.99,2,1.0,
10.626,284,lunge,1.0,Bottom,78.52,51.81,2,1.0,
10.657,285,lunge,1.0,Bottom,78.1,51.76,2,1.0,
10.689,286,lunge,1.0,Bottom,77.77,51.89,2,1.0,
10.72,287,lunge,1.0,Bottom,77.48,52.09,2,1.0,
10.751,288,lunge,1.0,Bottom,77.11,52.31,2,1.0,
10.782,289,lunge,1.0,Bottom,76.7,52.61,2,1.0,
10.814,290,lunge,1.0,Bottom,76.48,52.91,2,1.0,
10.846,291,lunge,1.0,Bottom,76.49,53.37,2,1.0,
10.877,292,lunge,1.0,Bottom,76.6,53.92,2,1.0,
10.908,293,lunge,1.0,Bottom,76.73,54.48,2,1.0,
10.94,294,lunge,1.0,Bottom,77.03,54.95,2,1.0,
10.971,295,lunge,1.0,Bottom,78.18,55.55,2,1.0,
11.003,296,lunge,1.0,Bottom,82.08,56.72,2,1.0,
11.035,297,lunge,1.0,Ascending,85.28,58.09,2,1.0,
11.068,298,lunge,1.0,Ascending,86.23,58.89,2,1.0,
11.1,299,lunge,1.0,Ascending,88.14,59.96,2,1.0,
11.132,300,lunge,1.0,Ascending,91.64,60.28,2,1.0,
11.163,301,lunge,1.0,Ascending,94.56,60.12,2,1.0,
11.194,302,lunge,1.0,Ascending,98.62,58.56,2,1.0,
11.225,303,lunge,1.0,Ascending,102.1,57.65,2,1.0,
11.257,304,lunge,1.0,Ascending,106.32,56.38,2,1.0,
11.288,305,lunge,1.0,Ascending,112.26,56.83,2,1.0,
11.319,306,lunge,1.0,Ascending,119.85,58.03,2,1.0,
11.351,307,lunge,1.0,Ascending,125.86,58.54,2,1.0,
11.383,308,lunge,1.0,Ascending,130.39,58.66,2,1.0,
11.414,309,lunge,1.0,Ascending,135.89,58.88,2,1.0,
11.445,310,lunge,1.0,Ascending,141.43,61.0,2,1.0,
11.476,311,lunge,1.0,Ascending,145.68,66.81,2,1.0,
11.508,312,lunge,1.0,Ascending,148.19,75.43,2,1.0,
11.54,313,lunge,1.0,Ascending,149.98,82.08,2,1.0,
11.571,314,lunge,1.0,Ascending,151.12,90.84,2,1.0,
11.602,315,lunge,1.0,Ascending,152.3,101.42,2,1.0,
11.634,316,lunge,1.0,Ascending,153.39,110.43,2,1.0,
11.664,317,lunge,1.0,Ascending,154.63,119.74,2,1.0,
11.697,318,lunge,1.0,Ascending,155.69,127.46,2,1.0,
11.727,319,lunge,1.0,Ascending,156.75,134.92,2,1.0,
11.758,320,lunge,1.0,Ascending,159.11,141.29,2,1.0,
11.79,321,lunge,1.0,Ascending,160.98,147.8,2,1.0,
11.821,322,lunge,1.0,Ascending,162.07,152.86,2,1.0,
11.852,323,lunge,1.0,Ascending,163.32,157.61,2,1.0,
11.884,324,lunge,1.0,Ascending,164.1,161.22,2,1.0,
11.915,325,lunge,1.0,Ascending,165.2,163.67,2,1.0,
11.947,326,lunge,1.0,Ascending,166.41,165.4,2,1.0,
12.049,327,lunge,1.0,Start,167.51,166.67,3,1.0,
12.076,328,lunge,1.0,Start,168.74,166.99,3,1.0,
12.104,329,lunge,1.0,Start,170.18,167.88,3,1.0,
12.137,330,lunge,1.0,Start,171.45,168.09,3,1.0,
12.167,331,lunge,1.0,Start,172.54,168.28,3,1.0,
12.199,332,lunge,1.0,Start,173.48,168.21,3,1.0,
12.231,333,lunge,1.0,Start,174.06,168.2,3,1.0,
12.262,334,lunge,1.0,Start,174.76,168.11,3,1.0,
12.294,335,lunge,1.0,Start,175.22,168.15,3,1.0,
12.326,336,lunge,1.0,Start,175.51,168.32,3,1.0,
12.357,337,lunge,1.0,Start,175.75,168.52,3,1.0,
12.389,338,lunge,1.0,Start,176.01,168.67,3,1.0,
12.42,339,lunge,1.0,Start,176.27,168.7,3,1.0,
12.451,340,lunge,1.0,Start,176.55,168.75,3,1.0,
12.482,341,lunge,1.0,Start,176.82,168.83,3,1.0,
12.513,342,lunge,1.0,Start,177.05,168.91,3,1.0,
12.545,343,lunge,1.0,Start,177.23,169.03,3,1.0,
12.576,344,lunge,1.0,Start,177.31,169.12,3,1.0,
12.609,345,lunge,1.0,Start,177.37,169.13,3,1.0,
12.64,346,lunge,1.0,Start,177.47,169.01,3,1.0,
12.672,347,lunge,1.0,Start,177.59,168.87,3,1.0,
12.703,348,lunge,1.0,Start,177.7,168.74,3,1.0,
12.733,349,lunge,1.0,Start,177.69,168.57,3,1.0,
12.765,350,lunge,1.0,Start,177.37,168.53,3,1.0,
12.797,351,lunge,1.0,Start,176.57,168.82,3,1.0,
12.828,352,lunge,1.0,Start,175.68,169.28,3,1.0,
12.86,353,lunge,1.0,Start,174.22,169.81,3,1.0,
12.891,354,lunge,1.0,Start,172.92,170.32,3,1.0,
12.922,355,lunge,1.0,Start,170.83,171.19,3,1.0,
12.954,356,lunge,1.0,Start,168.59,171.5,3,1.0,
12.985,357,lunge,1.0,Descending,166.86,171.79,3,1.0,
13.016,358,lunge,1.0,Descending,164.92,171.34,3,1.0,
13.048,359,lunge,1.0,Descending,164.24,168.37,3,1.0,
13.078,360,lunge,1.0,Descending,164.03,163.05,3,1.0,
13.11,361,lunge,1.0,Descending,164.19,158.92,3,1.0,
13.141,362,lunge,1.0,Descending,164.29,156.32,3,1.0,
13.172,363,lunge,1.0,Descending,165.08,150.89,3,1.0,
13.204,364,lunge,1.0,Descending,165.77,142.66,3,1.0,
13.237,365,lunge,1.0,Descending,166.15,133.42,3,1.0,
13.267,366,lunge,1.0,Descending,164.68,124.12,3,1.0,
13.299,367,lunge,1.0,Descending,165.3,117.05,3,1.0,
13.331,368,lunge,1.0,Descending,165.44,109.75,3,1.0,
13.363,369,lunge,1.0,Descending,164.37,103.59,3,1.0,
13.394,370,lunge,1.0,Descending,163.6,98.53,3,1.0,
13.426,371,lunge,1.0,Descending,161.43,93.48,3,1.0,
13.459,372,lunge,1.0,Descending,159.37,89.18,3,1.0,
13.49,373,lunge,1.0,Descending,159.62,85.44,3,1.0,
13.522,374,lunge,1.0,Descending,155.17,81.59,3,1.0,
13.552,375,lunge,1.0,Descending,147.21,77.71,3,1.0,
13.584,376,lunge,1.0,Descending,140.38,74.61,3,1.0,
13.615,377,lunge,1.0,Descending,135.1,72.01,3,1.0,
13.647,378,lunge,1.0,Descending,128.8,70.25,3,1.0,
13.68,379,lunge,1.0,Descending,122.39,68.04,3,1.0,
13.71,380,lunge,1.0,Descending,114.66,65.68,3,1.0,
13.743,381,lunge,1.0,Descending,106.97,64.11,3,1.0,
13.773,382,lunge,1.0,Descending,102.31,62.84,3,1.0,
13.805,383,lunge,1.0,Descending,99.8,62.16,3,1.0,
13.836,384,lunge,1.0,Descending,98.7,61.39,3,1.0,
13.869,385,lunge,1.0,Descending,96.43,60.9,3,1.0,
13.9,386,lunge,1.0,Bottom,94.22,60.25,3,1.0,
13.933,387,lunge,1.0,Bottom,92.98,59.7,3,1.0,
13.963,388,lunge,1.0,Ascending,94.15,59.12,3,1.0,
13.995,389,lunge,1.0,Ascending,91.69,58.55,3,1.0,
14.027,390,lunge,1.0,Ascending,88.83,57.91,3,1.0,
14.058,391,lunge,1.0,Ascending,86.47,57.33,3,1.0,
14.091,392,lunge,1.0,Ascending,84.48,57.0,3,1.0,
14.121,393,lunge,1.0,Ascending,82.57,56.8,3,1.0,
14.153,394,lunge,1.0,Ascending,80.6,56.66,3,1.0,
14.185,395,lunge,1.0,Ascending,78.99,56.3,3,1.0,
14.216,396,lunge,1.0,Ascending,78.19,56.07,3,1.0,
14.247,397,lunge,1.0,Ascending,77.35,55.86,3,1.0,
14.279,398,lunge,1.0,Ascending,76.65,55.65,3,1.0,
14.311,399,lunge,1.0,Ascending,76.11,55.51,3,1.0,
14.341,400,lunge,1.0,Ascending,75.74,55.51,3,1.0,
14.372,401,lunge,1.0,Ascending,75.39,55.58,3,1.0,
14.405,402,lunge,1.0,Ascending,75.15,55.67,3,1.0,
14.436,403,lunge,1.0,Ascending,74.94,55.74,3,1.0,
14.468,404,lunge,1.0,Ascending,74.84,56.03,3,1.0,
14.5,405,lunge,1.0,Ascending,75.08,56.47,3,1.0,
14.532,406,lunge,1.0,Ascending,75.41,56.8,3,1.0,
14.562,407,lunge,1.0,Ascending,75.96,57.06,3,1.0,
14.592,408,lunge,1.0,Ascending,76.54,57.39,3,1.0,
14.624,409,lunge,1.0,Ascending,77.74,57.54,3,1.0,
14.656,410,lunge,1.0,Ascending,79.51,57.73,3,1.0,
14.687,411,lunge,1.0,Ascending,81.77,57.84,3,1.0,
14.72,412,lunge,1.0,Ascending,84.2,58.09,3,1.0,
14.751,413,lunge,1.0,Ascending,86.14,58.88,3,1.0,
14.783,414,lunge,1.0,Ascending,93.91,59.97,3,1.0,
14.814,415,lunge,1.0,Ascending,96.63,61.07,3,1.0,
14.845,416,lunge,1.0,Ascending,99.12,61.63,3,1.0,
14.877,417,lunge,1.0,Ascending,100.5,61.91,3,1.0,
